Bill Date & Time,DateTIme,Name,Phone Number,Waxing,Facial,De-tan,Pedicure,Manicure,Bleaching,Wash,Massage,Threading,Hair Cut,Miscellaneous,Bill Amount,Service done by,Payment Mode,Helper for S,Bill Date,week,Name of the day
02/10/2024 12:58:00,02/10/2024 12:58,Harini,9434873110,,,De-tan,,,Bleaching,,,,Hair Cut,,1696,Suganya Sri,PhonePe,,2024-10-02,40,Wednesday
08/11/2024 11:13:00,08/11/2024 11:13,Aishwarya,9214480798,,Facial,,,,Bleaching,Wash,,,,,1248,Suganya Sri,Card,Malar,2024-11-08,45,Friday
18/11/2024 18:21:00,18/11/2024 18:21,Divya,9957561734,,,De-tan,Pedicure,,,,,Threading,Hair Cut,,1061,Suganya Sri,PhonePe,,2024-11-18,47,Monday
08/10/2024 10:57:00,08/10/2024 10:57,Priya,9383637665,Waxing,,,,Manicure,,,,,Hair Cut,Miscellaneous,2718,Poornima,GPay,Suganya Sri,2024-10-08,41,Tuesday
03/11/2024 18:11:00,03/11/2024 18:11,Soumya,9345078948,Waxing,Facial,,,Manicure,Bleaching,Wash,,Threading,,Miscellaneous,1842,Suganya Sri,Card,Malar,2024-11-03,44,Sunday
22/10/2024 11:21:00,22/10/2024 11:21,Priya,9347407214,Waxing,,De-tan,,,,Wash,,Threading,Hair Cut,Miscellaneous,1962,Suganya Sri,Cash,,2024-10-22,43,Tuesday
08/11/2024 19:25:00,08/11/2024 19:25,Sangeetha,9451220300,,Facial,,,,Bleaching,Wash,Massage,Threading,Hair Cut,Miscellaneous,2731,Anjali,GPay,Poornima,2024-11-08,45,Friday
07/10/2024 15:15:00,07/10/2024 15:15,Aishwarya,9883513153,,,De-tan,Pedicure,Manicure,,Wash,,Threading,,Miscellaneous,1885,Suganya Sri,Card,Suganya Sri,2024-10-07,41,Monday
12/11/2024 18:37:00,12/11/2024 18:37,Soumya,9538880210,,,De-tan,,,,Wash,,,Hair Cut,,1911,Pinky,GPay,Pinky,2024-11-12,46,Tuesday
24/10/2024 14:46:00,24/10/2024 14:46,Sandhya,9857864872,Waxing,Facial,,,Manicure,,,,,Hair Cut,,3426,Suganya Sri,PhonePe,Pinky,2024-10-24,43,Thursday
29/10/2024 17:05:00,29/10/2024 17:05,Aishwarya,9119549244,,,De-tan,,,Bleaching,Wash,Massage,Threading,Hair Cut,,892,Malar,Cash,Suganya Sri,2024-10-29,44,Tuesday
24/09/2024 20:56:00,24/09/2024 20:56,Soumya,9508513690,Waxing,,,,Manicure,Bleaching,,,,Hair Cut,,2763,Pinky,PhonePe,Malar,2024-09-24,39,Tuesday
27/08/2024 18:37:00,27/08/2024 18:37,Soumya,9387107301,Waxing,,,,,Bleaching,,,,Hair Cut,,2680,Malar,GPay,,2024-08-27,35,Tuesday
24/09/2024 18:18:00,24/09/2024 18:18,Nisha,9219040824,,Facial,,Pedicure,,,,,,Hair Cut,,819,Anjali,Cash,,2024-09-24,39,Tuesday
30/08/2024 19:02:00,30/08/2024 19:02,Priya,9412409363,,Facial,,,,,,Massage,,Hair Cut,,3100,Poornima,GPay,,2024-08-30,35,Friday
07/10/2024 16:23:00,07/10/2024 16:23,Kavya,9182586408,Waxing,,De-tan,,,,,,Threading,Hair Cut,,183,Poornima,Card,Suganya Sri,2024-10-07,41,Monday
14/09/2024 09:55:00,14/09/2024 09:55,Meena,9281335404,Waxing,,,,Manicure,,,,Threading,,,2331,Poornima,Card,Anjali,2024-09-14,37,Saturday
25/08/2024 19:06:00,25/08/2024 19:06,Deepa,9296896043,Waxing,Facial,De-tan,,,,Wash,Massage,,Hair Cut,Miscellaneous,3009,Suganya Sri,Cash,Malar,2024-08-25,34,Sunday
07/09/2024 09:26:00,07/09/2024 09:26,Soumya,9880940026,Waxing,,De-tan,Pedicure,,,Wash,Massage,Threading,Hair Cut,,2237,Malar,Card,,2024-09-07,36,Saturday
05/11/2024 16:53:00,05/11/2024 16:53,Sandhya,9908489399,Waxing,,De-tan,Pedicure,,Bleaching,,Massage,,,Miscellaneous,1787,Pinky,PhonePe,,2024-11-05,45,Tuesday
26/09/2024 13:59:00,26/09/2024 13:59,Swathi,9254943272,Waxing,Facial,,Pedicure,Manicure,Bleaching,,,Threading,,,1290,Pinky,Card,,2024-09-26,39,Thursday
12/10/2024 12:53:00,12/10/2024 12:53,Soumya,9881407843,,,De-tan,,,,Wash,,,,Miscellaneous,2655,Pinky,PhonePe,Malar,2024-10-12,41,Saturday
12/10/2024 10:20:00,12/10/2024 10:20,Sangeetha,9844843966,,,,,Manicure,,,Massage,Threading,,,3191,Malar,PhonePe,,2024-10-12,41,Saturday
12/10/2024 20:03:00,12/10/2024 20:03,Deepa,9136627662,,Facial,,Pedicure,,Bleaching,,,,,Miscellaneous,277,Poornima,GPay,,2024-10-12,41,Saturday
24/08/2024 19:20:00,24/08/2024 19:20,Harini,9343062091,,,,,,,,,,,Miscellaneous,3200,Anjali,Cash,Anjali,2024-08-24,34,Saturday
05/10/2024 16:51:00,05/10/2024 16:51,Divya,9882063778,,,,,Manicure,,Wash,,Threading,Hair Cut,,2228,Pinky,Cash,Malar,2024-10-05,40,Saturday
11/10/2024 10:43:00,11/10/2024 10:43,Sangeetha,9272272411,,Facial,De-tan,Pedicure,Manicure,,,Massage,Threading,Hair Cut,,1658,Poornima,PhonePe,,2024-10-11,41,Friday
20/09/2024 14:07:00,20/09/2024 14:07,Anjali,9959922202,Waxing,,,,Manicure,Bleaching,Wash,Massage,Threading,,Miscellaneous,2841,Suganya Sri,PhonePe,Poornima,2024-09-20,38,Friday
20/10/2024 19:07:00,20/10/2024 19:07,Soumya,9707491595,,,De-tan,Pedicure,,,,,,Hair Cut,,3195,Suganya Sri,PhonePe,Pinky,2024-10-20,42,Sunday
05/09/2024 11:59:00,05/09/2024 11:59,Swathi,9404438706,,,,,,,,,,Hair Cut,,766,Pinky,Cash,Anjali,2024-09-05,36,Thursday
09/09/2024 18:38:00,09/09/2024 18:38,Harini,9674738154,Waxing,,,,,,Wash,Massage,Threading,,,2107,Pinky,Card,Anjali,2024-09-09,37,Monday
06/09/2024 10:11:00,06/09/2024 10:11,Deepa,9179658802,,Facial,De-tan,Pedicure,Manicure,,,Massage,,,,710,Anjali,PhonePe,Suganya Sri,2024-09-06,36,Friday
03/09/2024 18:46:00,03/09/2024 18:46,Sandhya,9934278178,Waxing,,De-tan,Pedicure,,Bleaching,,Massage,Threading,,,341,Poornima,GPay,Pinky,2024-09-03,36,Tuesday
25/10/2024 20:03:00,25/10/2024 20:03,Sandhya,9146335081,Waxing,Facial,,Pedicure,Manicure,Bleaching,,,,,Miscellaneous,383,Pinky,GPay,,2024-10-25,43,Friday
09/10/2024 10:11:00,09/10/2024 10:11,Sangeetha,9690833224,,,,,,Bleaching,,Massage,,,,817,Malar,PhonePe,,2024-10-09,41,Wednesday
12/11/2024 20:04:00,12/11/2024 20:04,Shruthi,9474934084,,,,,Manicure,,Wash,Massage,Threading,,Miscellaneous,1973,Anjali,Cash,Suganya Sri,2024-11-12,46,Tuesday
17/09/2024 17:38:00,17/09/2024 17:38,Latha,9484791652,Waxing,Facial,,,,Bleaching,Wash,,Threading,,Miscellaneous,2432,Pinky,Card,Suganya Sri,2024-09-17,38,Tuesday
12/09/2024 20:38:00,12/09/2024 20:38,Latha,9536844311,,Facial,,,Manicure,,Wash,,Threading,Hair Cut,Miscellaneous,2660,Suganya Sri,Cash,Pinky,2024-09-12,37,Thursday
19/10/2024 19:20:00,19/10/2024 19:20,Latha,9457866067,Waxing,Facial,De-tan,,,,Wash,Massage,,,Miscellaneous,2674,Pinky,GPay,Poornima,2024-10-19,42,Saturday
16/10/2024 14:46:00,16/10/2024 14:46,Sangeetha,9109015234,Waxing,Facial,,,Manicure,,,,,,Miscellaneous,1876,Malar,Cash,Poornima,2024-10-16,42,Wednesday
19/09/2024 09:57:00,19/09/2024 09:57,Kavya,9263089350,,,,,,,,Massage,,Hair Cut,,271,Suganya Sri,Card,,2024-09-19,38,Thursday
05/11/2024 10:32:00,05/11/2024 10:32,Harini,9707774191,Waxing,,De-tan,,Manicure,Bleaching,Wash,Massage,Threading,,,1685,Anjali,GPay,Malar,2024-11-05,45,Tuesday
12/11/2024 12:10:00,12/11/2024 12:10,Deepa,9743736477,Waxing,,,Pedicure,Manicure,Bleaching,Wash,,Threading,,,2771,Suganya Sri,Cash,,2024-11-12,46,Tuesday
17/11/2024 15:28:00,17/11/2024 15:28,Deepa,9955907635,Waxing,Facial,De-tan,,Manicure,,,,,,Miscellaneous,2820,Malar,Card,,2024-11-17,46,Sunday
30/09/2024 17:04:00,30/09/2024 17:04,Keerthana,9415075164,Waxing,,De-tan,,Manicure,Bleaching,Wash,Massage,,,,2756,Pinky,GPay,,2024-09-30,40,Monday
17/09/2024 11:14:00,17/09/2024 11:14,Deepa,9301846424,Waxing,,,,,,Wash,,Threading,Hair Cut,,1157,Pinky,Card,Malar,2024-09-17,38,Tuesday
20/11/2024 10:52:00,20/11/2024 10:52,Latha,9912572071,Waxing,Facial,De-tan,,,Bleaching,,Massage,Threading,,,770,Anjali,PhonePe,,2024-11-20,47,Wednesday
16/10/2024 18:53:00,16/10/2024 18:53,Priya,9971039507,Waxing,,De-tan,,Manicure,,,Massage,Threading,,Miscellaneous,3220,Anjali,PhonePe,,2024-10-16,42,Wednesday
26/09/2024 16:05:00,26/09/2024 16:05,Aishwarya,9922190089,,,,,Manicure,Bleaching,Wash,Massage,,Hair Cut,,374,Anjali,GPay,,2024-09-26,39,Thursday
08/09/2024 09:02:00,08/09/2024 09:02,Priya,9745759521,,,,Pedicure,Manicure,,Wash,Massage,Threading,,Miscellaneous,2971,Suganya Sri,GPay,,2024-09-08,36,Sunday
24/10/2024 13:52:00,24/10/2024 13:52,Anjali,9693523454,,Facial,,,Manicure,Bleaching,Wash,Massage,,Hair Cut,,2333,Suganya Sri,Cash,,2024-10-24,43,Thursday
06/09/2024 18:45:00,06/09/2024 18:45,Kavya,9308424802,Waxing,Facial,De-tan,Pedicure,,Bleaching,Wash,Massage,,Hair Cut,,3494,Suganya Sri,GPay,Malar,2024-09-06,36,Friday
16/11/2024 16:27:00,16/11/2024 16:27,Shruthi,9956783923,Waxing,Facial,,Pedicure,,Bleaching,Wash,,,,,3329,Malar,PhonePe,,2024-11-16,46,Saturday
27/09/2024 18:50:00,27/09/2024 18:50,Sandhya,9524969341,,,De-tan,Pedicure,,,,,,,,2217,Poornima,Card,Poornima,2024-09-27,39,Friday
03/11/2024 19:36:00,03/11/2024 19:36,Kavya,9211136047,,,De-tan,,Manicure,,,Massage,Threading,,Miscellaneous,645,Poornima,GPay,,2024-11-03,44,Sunday
30/10/2024 16:25:00,30/10/2024 16:25,Priya,9864744466,Waxing,,,Pedicure,Manicure,,,Massage,,Hair Cut,Miscellaneous,2952,Malar,Card,,2024-10-30,44,Wednesday
20/11/2024 14:03:00,20/11/2024 14:03,Keerthana,9572545932,Waxing,,De-tan,,,Bleaching,Wash,Massage,Threading,,,3139,Malar,PhonePe,Suganya Sri,2024-11-20,47,Wednesday
06/11/2024 20:38:00,06/11/2024 20:38,Anjali,9287386500,,,De-tan,Pedicure,,Bleaching,Wash,,,,Miscellaneous,1842,Pinky,PhonePe,Poornima,2024-11-06,45,Wednesday
05/10/2024 09:14:00,05/10/2024 09:14,Latha,9634144305,Waxing,Facial,De-tan,,,,,,,,Miscellaneous,1767,Poornima,Cash,,2024-10-05,40,Saturday
10/09/2024 20:29:00,10/09/2024 20:29,Soumya,9334680190,,Facial,,Pedicure,Manicure,Bleaching,,Massage,,Hair Cut,Miscellaneous,929,Malar,Card,Poornima,2024-09-10,37,Tuesday
11/11/2024 15:38:00,11/11/2024 15:38,Priya,9521112651,,Facial,,Pedicure,Manicure,Bleaching,Wash,Massage,Threading,,Miscellaneous,1783,Pinky,PhonePe,,2024-11-11,46,Monday
09/09/2024 18:26:00,09/09/2024 18:26,Ranjani,9368493319,,Facial,De-tan,Pedicure,,,,,,,,3270,Pinky,PhonePe,Pinky,2024-09-09,37,Monday
07/11/2024 17:44:00,07/11/2024 17:44,Divya,9534360411,,Facial,De-tan,Pedicure,,Bleaching,,,,Hair Cut,,2316,Malar,Card,,2024-11-07,45,Thursday
17/10/2024 16:37:00,17/10/2024 16:37,Deepa,9409938142,Waxing,Facial,De-tan,,,,,Massage,,,,2381,Malar,PhonePe,Suganya Sri,2024-10-17,42,Thursday
03/11/2024 09:57:00,03/11/2024 09:57,Harini,9532911762,,Facial,De-tan,Pedicure,Manicure,Bleaching,,Massage,,Hair Cut,Miscellaneous,2857,Anjali,Card,Poornima,2024-11-03,44,Sunday
16/11/2024 17:54:00,16/11/2024 17:54,Latha,9707463483,,Facial,,,,Bleaching,,,,,Miscellaneous,3343,Poornima,Card,Poornima,2024-11-16,46,Saturday
13/10/2024 13:38:00,13/10/2024 13:38,Swathi,9861588975,,,,,Manicure,,Wash,,,Hair Cut,,3344,Poornima,PhonePe,Poornima,2024-10-13,41,Sunday
19/09/2024 15:32:00,19/09/2024 15:32,Sandhya,9416045560,,,De-tan,,,,,Massage,Threading,Hair Cut,,2428,Pinky,Card,,2024-09-19,38,Thursday
04/09/2024 12:06:00,04/09/2024 12:06,Shruthi,9326678313,,Facial,,Pedicure,Manicure,,,,,Hair Cut,Miscellaneous,174,Poornima,GPay,,2024-09-04,36,Wednesday
28/08/2024 17:51:00,28/08/2024 17:51,Nisha,9485461061,Waxing,,,,,,Wash,Massage,,,,1945,Malar,Card,,2024-08-28,35,Wednesday
02/10/2024 16:28:00,02/10/2024 16:28,Swathi,9229789743,,Facial,,,Manicure,Bleaching,,Massage,Threading,,,3211,Malar,GPay,,2024-10-02,40,Wednesday
02/10/2024 09:13:00,02/10/2024 09:13,Latha,9594914453,,,De-tan,,Manicure,Bleaching,Wash,Massage,,,Miscellaneous,2781,Malar,Card,Pinky,2024-10-02,40,Wednesday
17/09/2024 10:06:00,17/09/2024 10:06,Shruthi,9281441520,Waxing,,,Pedicure,,Bleaching,,,Threading,Hair Cut,,278,Suganya Sri,Card,Pinky,2024-09-17,38,Tuesday
01/11/2024 10:03:00,01/11/2024 10:03,Keerthana,9939373621,,Facial,,,,Bleaching,,Massage,,,,670,Malar,GPay,Pinky,2024-11-01,44,Friday
07/09/2024 19:18:00,07/09/2024 19:18,Divya,9114110986,,Facial,De-tan,Pedicure,,,,,Threading,,,2097,Poornima,Cash,,2024-09-07,36,Saturday
13/11/2024 18:50:00,13/11/2024 18:50,Latha,9591227907,,,,Pedicure,,Bleaching,Wash,Massage,,Hair Cut,Miscellaneous,885,Anjali,PhonePe,Poornima,2024-11-13,46,Wednesday
26/08/2024 09:16:00,26/08/2024 09:16,Sandhya,9799254834,Waxing,,De-tan,Pedicure,Manicure,,Wash,Massage,Threading,,Miscellaneous,2277,Pinky,GPay,,2024-08-26,35,Monday
16/11/2024 14:49:00,16/11/2024 14:49,Soumya,9308842732,Waxing,,,Pedicure,Manicure,,Wash,Massage,Threading,Hair Cut,,654,Suganya Sri,Card,,2024-11-16,46,Saturday
17/09/2024 15:31:00,17/09/2024 15:31,Harini,9229038598,Waxing,Facial,,Pedicure,Manicure,,,Massage,,Hair Cut,,412,Pinky,Cash,,2024-09-17,38,Tuesday
14/11/2024 18:38:00,14/11/2024 18:38,Shruthi,9586584913,Waxing,,De-tan,,,,,Massage,Threading,Hair Cut,Miscellaneous,2446,Malar,Card,Malar,2024-11-14,46,Thursday
03/10/2024 11:01:00,03/10/2024 11:01,Shruthi,9934830797,Waxing,Facial,De-tan,Pedicure,Manicure,,Wash,,,,Miscellaneous,1408,Anjali,Card,,2024-10-03,40,Thursday
10/09/2024 09:18:00,10/09/2024 09:18,Priya,9890602629,Waxing,,De-tan,Pedicure,Manicure,,,Massage,Threading,Hair Cut,Miscellaneous,1083,Anjali,Card,Suganya Sri,2024-09-10,37,Tuesday
24/08/2024 12:53:00,24/08/2024 12:53,Shruthi,9284489967,Waxing,,,,,,Wash,Massage,Threading,Hair Cut,,334,Poornima,Cash,,2024-08-24,34,Saturday
27/10/2024 11:44:00,27/10/2024 11:44,Divya,9899646509,,,,,,,,Massage,,Hair Cut,Miscellaneous,203,Suganya Sri,GPay,,2024-10-27,43,Sunday
15/11/2024 20:08:00,15/11/2024 20:08,Sangeetha,9210471675,,,De-tan,,Manicure,,,Massage,,Hair Cut,Miscellaneous,406,Pinky,GPay,Anjali,2024-11-15,46,Friday
21/10/2024 10:54:00,21/10/2024 10:54,Swathi,9598875926,,,De-tan,Pedicure,Manicure,,,,,,,731,Anjali,GPay,Malar,2024-10-21,43,Monday
06/09/2024 17:25:00,06/09/2024 17:25,Sandhya,9788084213,,Facial,,Pedicure,,Bleaching,,,Threading,Hair Cut,,3130,Suganya Sri,Card,Pinky,2024-09-06,36,Friday
16/10/2024 10:56:00,16/10/2024 10:56,Aishwarya,9512312460,Waxing,Facial,De-tan,,,,Wash,,Threading,,,1495,Poornima,Card,Malar,2024-10-16,42,Wednesday
07/10/2024 12:18:00,07/10/2024 12:18,Priya,9108442256,Waxing,Facial,,,,,,Massage,,Hair Cut,Miscellaneous,941,Poornima,GPay,,2024-10-07,41,Monday
25/10/2024 18:22:00,25/10/2024 18:22,Anjali,9607003856,,Facial,De-tan,,Manicure,Bleaching,Wash,Massage,Threading,Hair Cut,,1274,Suganya Sri,PhonePe,Anjali,2024-10-25,43,Friday
19/11/2024 09:22:00,19/11/2024 09:22,Priya,9642368120,,Facial,,Pedicure,Manicure,Bleaching,,,Threading,Hair Cut,Miscellaneous,1538,Poornima,GPay,Malar,2024-11-19,47,Tuesday
23/08/2024 16:43:00,23/08/2024 16:43,Nisha,9978301760,,,De-tan,,,Bleaching,,,,,Miscellaneous,1047,Malar,Cash,,2024-08-23,34,Friday
16/10/2024 16:18:00,16/10/2024 16:18,Soumya,9467738072,Waxing,Facial,De-tan,Pedicure,,,Wash,Massage,Threading,,,3464,Pinky,PhonePe,Poornima,2024-10-16,42,Wednesday
17/11/2024 10:42:00,17/11/2024 10:42,Soumya,9898997659,,,De-tan,Pedicure,Manicure,,Wash,,Threading,Hair Cut,,898,Pinky,PhonePe,Malar,2024-11-17,46,Sunday
06/10/2024 20:43:00,06/10/2024 20:43,Anjali,9255714049,,Facial,,,,,Wash,Massage,,,Miscellaneous,2861,Anjali,GPay,,2024-10-06,40,Sunday
19/09/2024 12:04:00,19/09/2024 12:04,Sandhya,9368143343,Waxing,Facial,,Pedicure,Manicure,,Wash,Massage,Threading,Hair Cut,Miscellaneous,334,Pinky,Cash,Anjali,2024-09-19,38,Thursday
13/09/2024 16:30:00,13/09/2024 16:30,Harini,9753996230,,,,Pedicure,Manicure,,Wash,,Threading,,,941,Malar,Cash,Anjali,2024-09-13,37,Friday
03/09/2024 20:49:00,03/09/2024 20:49,Divya,9479050041,,Facial,De-tan,,,Bleaching,Wash,,,,Miscellaneous,2774,Malar,GPay,,2024-09-03,36,Tuesday
30/08/2024 11:35:00,30/08/2024 11:35,Anjali,9357764967,,Facial,De-tan,,,Bleaching,Wash,Massage,,,Miscellaneous,2025,Pinky,Cash,,2024-08-30,35,Friday
21/09/2024 12:35:00,21/09/2024 12:35,Keerthana,9271503450,,Facial,,Pedicure,Manicure,,,,,Hair Cut,,3170,Malar,Cash,Poornima,2024-09-21,38,Saturday
15/09/2024 16:42:00,15/09/2024 16:42,Priya,9659714555,,,De-tan,Pedicure,Manicure,,Wash,Massage,Threading,,,3233,Pinky,PhonePe,Poornima,2024-09-15,37,Sunday
18/11/2024 10:57:00,18/11/2024 10:57,Swathi,9769011220,Waxing,,,Pedicure,,Bleaching,Wash,,Threading,,Miscellaneous,817,Anjali,PhonePe,,2024-11-18,47,Monday
15/10/2024 09:50:00,15/10/2024 09:50,Swathi,9723211599,Waxing,,De-tan,Pedicure,,Bleaching,Wash,,,Hair Cut,,2754,Anjali,GPay,Poornima,2024-10-15,42,Tuesday
03/10/2024 17:19:00,03/10/2024 17:19,Meena,9187635977,,,De-tan,Pedicure,Manicure,Bleaching,Wash,,Threading,,,391,Poornima,Card,Suganya Sri,2024-10-03,40,Thursday
31/10/2024 17:12:00,31/10/2024 17:12,Ranjani,9244223414,Waxing,Facial,De-tan,,,,Wash,,Threading,Hair Cut,Miscellaneous,1579,Suganya Sri,GPay,Pinky,2024-10-31,44,Thursday
13/11/2024 15:02:00,13/11/2024 15:02,Priya,9281847089,,,De-tan,,,,,Massage,,Hair Cut,Miscellaneous,1999,Pinky,GPay,Pinky,2024-11-13,46,Wednesday
16/09/2024 16:41:00,16/09/2024 16:41,Aishwarya,9489658470,Waxing,Facial,,Pedicure,,Bleaching,Wash,Massage,Threading,,Miscellaneous,2832,Pinky,PhonePe,Anjali,2024-09-16,38,Monday
28/10/2024 17:23:00,28/10/2024 17:23,Divya,9130605643,,,,,,,Wash,Massage,,,,3044,Suganya Sri,Cash,Pinky,2024-10-28,44,Monday
11/10/2024 10:25:00,11/10/2024 10:25,Deepa,9515003064,Waxing,,,,,,Wash,,Threading,Hair Cut,,1362,Anjali,PhonePe,Poornima,2024-10-11,41,Friday
18/10/2024 13:31:00,18/10/2024 13:31,Swathi,9689347455,Waxing,Facial,De-tan,,,Bleaching,,Massage,,,Miscellaneous,2492,Poornima,Cash,,2024-10-18,42,Friday
03/10/2024 15:25:00,03/10/2024 15:25,Ranjani,9447673469,,,,Pedicure,Manicure,Bleaching,,Massage,,,Miscellaneous,1161,Suganya Sri,PhonePe,Poornima,2024-10-03,40,Thursday
13/09/2024 16:49:00,13/09/2024 16:49,Divya,9470295816,,,,Pedicure,Manicure,,,,Threading,Hair Cut,Miscellaneous,2825,Anjali,GPay,,2024-09-13,37,Friday
11/10/2024 15:50:00,11/10/2024 15:50,Nisha,9539996259,Waxing,,De-tan,Pedicure,,Bleaching,,,Threading,,Miscellaneous,3097,Pinky,Cash,Anjali,2024-10-11,41,Friday
05/09/2024 20:09:00,05/09/2024 20:09,Aishwarya,9949027528,Waxing,,,,Manicure,Bleaching,,Massage,,Hair Cut,Miscellaneous,1463,Pinky,PhonePe,,2024-09-05,36,Thursday
08/11/2024 15:19:00,08/11/2024 15:19,Keerthana,9363269335,,Facial,De-tan,,,,,,,,Miscellaneous,1655,Malar,PhonePe,,2024-11-08,45,Friday
05/11/2024 17:06:00,05/11/2024 17:06,Sangeetha,9971865801,Waxing,,De-tan,,Manicure,Bleaching,Wash,Massage,Threading,,,463,Suganya Sri,PhonePe,,2024-11-05,45,Tuesday
17/10/2024 19:51:00,17/10/2024 19:51,Divya,9491498026,Waxing,Facial,De-tan,Pedicure,Manicure,Bleaching,,,,Hair Cut,Miscellaneous,494,Malar,Card,Poornima,2024-10-17,42,Thursday
05/11/2024 20:57:00,05/11/2024 20:57,Shruthi,9249279309,,Facial,,Pedicure,,,Wash,,Threading,,,1910,Poornima,Cash,,2024-11-05,45,Tuesday
22/10/2024 12:13:00,22/10/2024 12:13,Swathi,9368509784,Waxing,Facial,De-tan,,Manicure,Bleaching,,,Threading,,,917,Malar,GPay,Pinky,2024-10-22,43,Tuesday
25/10/2024 09:32:00,25/10/2024 09:32,Meena,9859993150,Waxing,Facial,De-tan,Pedicure,,,,Massage,,Hair Cut,,1054,Poornima,PhonePe,Pinky,2024-10-25,43,Friday
22/10/2024 11:09:00,22/10/2024 11:09,Ranjani,9431084023,,,De-tan,,,,,Massage,,,Miscellaneous,2851,Pinky,Cash,Malar,2024-10-22,43,Tuesday
14/09/2024 20:17:00,14/09/2024 20:17,Divya,9927203035,Waxing,Facial,,Pedicure,,,,,,,Miscellaneous,569,Poornima,Card,,2024-09-14,37,Saturday
18/11/2024 18:29:00,18/11/2024 18:29,Keerthana,9920175604,,,,,,,,,,,Miscellaneous,2744,Anjali,Cash,,2024-11-18,47,Monday
16/11/2024 20:57:00,16/11/2024 20:57,Deepa,9881919018,,Facial,De-tan,,Manicure,Bleaching,Wash,Massage,,,Miscellaneous,255,Poornima,Cash,Pinky,2024-11-16,46,Saturday
29/08/2024 15:01:00,29/08/2024 15:01,Aishwarya,9629458578,,,De-tan,Pedicure,Manicure,,Wash,Massage,,Hair Cut,Miscellaneous,3316,Malar,Card,,2024-08-29,35,Thursday
17/11/2024 18:57:00,17/11/2024 18:57,Deepa,9922739882,,Facial,,Pedicure,,Bleaching,,,Threading,,Miscellaneous,2105,Pinky,GPay,,2024-11-17,46,Sunday
06/10/2024 13:32:00,06/10/2024 13:32,Soumya,9229193650,Waxing,,De-tan,Pedicure,,Bleaching,,Massage,,,Miscellaneous,1974,Poornima,PhonePe,Anjali,2024-10-06,40,Sunday
23/09/2024 11:55:00,23/09/2024 11:55,Ranjani,9101327062,Waxing,,De-tan,,Manicure,Bleaching,Wash,Massage,,,,3019,Poornima,Card,,2024-09-23,39,Monday
31/08/2024 15:47:00,31/08/2024 15:47,Sangeetha,9333398676,,,,Pedicure,Manicure,,,,,Hair Cut,,2601,Malar,PhonePe,Suganya Sri,2024-08-31,35,Saturday
29/08/2024 19:05:00,29/08/2024 19:05,Shruthi,9619933470,,,,Pedicure,Manicure,,Wash,,Threading,,,912,Pinky,Cash,Suganya Sri,2024-08-29,35,Thursday
24/10/2024 12:11:00,24/10/2024 12:11,Latha,9805132108,Waxing,,De-tan,,,Bleaching,Wash,,Threading,Hair Cut,,1154,Poornima,GPay,Suganya Sri,2024-10-24,43,Thursday
12/10/2024 15:23:00,12/10/2024 15:23,Ranjani,9218785812,Waxing,Facial,De-tan,Pedicure,Manicure,,,Massage,Threading,,,1095,Malar,GPay,Malar,2024-10-12,41,Saturday
04/10/2024 12:03:00,04/10/2024 12:03,Priya,9381601592,Waxing,Facial,,,,Bleaching,,Massage,Threading,Hair Cut,Miscellaneous,862,Malar,PhonePe,Anjali,2024-10-04,40,Friday
11/11/2024 11:23:00,11/11/2024 11:23,Aishwarya,9652249694,,,De-tan,Pedicure,Manicure,Bleaching,Wash,,Threading,,Miscellaneous,1019,Suganya Sri,PhonePe,,2024-11-11,46,Monday
19/11/2024 17:09:00,19/11/2024 17:09,Shruthi,9126027823,Waxing,Facial,De-tan,Pedicure,Manicure,,Wash,,,Hair Cut,Miscellaneous,1461,Suganya Sri,GPay,,2024-11-19,47,Tuesday
01/10/2024 20:41:00,01/10/2024 20:41,Meena,9623518852,,Facial,De-tan,,,,Wash,,Threading,,Miscellaneous,2484,Suganya Sri,GPay,,2024-10-01,40,Tuesday
15/09/2024 13:06:00,15/09/2024 13:06,Swathi,9820131763,Waxing,Facial,,,,Bleaching,,,Threading,Hair Cut,,522,Malar,PhonePe,,2024-09-15,37,Sunday
17/11/2024 14:26:00,17/11/2024 14:26,Meena,9356065455,,,,Pedicure,,Bleaching,,,,,,1255,Suganya Sri,GPay,Malar,2024-11-17,46,Sunday
04/10/2024 19:22:00,04/10/2024 19:22,Shruthi,9166445511,,Facial,De-tan,,,,,,,,,1501,Anjali,GPay,Malar,2024-10-04,40,Friday
26/09/2024 17:20:00,26/09/2024 17:20,Aishwarya,9104830316,,,De-tan,Pedicure,,,Wash,Massage,,Hair Cut,,2700,Malar,PhonePe,,2024-09-26,39,Thursday
09/11/2024 14:40:00,09/11/2024 14:40,Kavya,9408276384,,,,Pedicure,,Bleaching,Wash,Massage,,Hair Cut,,800,Poornima,Cash,,2024-11-09,45,Saturday
09/09/2024 16:33:00,09/09/2024 16:33,Sangeetha,9993329734,,,De-tan,Pedicure,,,Wash,Massage,,,,994,Suganya Sri,Cash,Pinky,2024-09-09,37,Monday
17/09/2024 11:08:00,17/09/2024 11:08,Nisha,9159508860,Waxing,,,Pedicure,Manicure,,Wash,,Threading,Hair Cut,Miscellaneous,1859,Pinky,GPay,Anjali,2024-09-17,38,Tuesday
